Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A Spectral Count	B Spectral Count	C Spectral Count	D Spectral Count	E Spectral Count	A Unique Spectral Count	B Unique Spectral Count	C Unique Spectral Count	D Unique Spectral Count	E Unique Spectral Count	A Total Spectral Count	B Total Spectral Count	C Total Spectral Count	D Total Spectral Count	E Total Spectral Count	A Intensity	B Intensity	C Intensity	D Intensity	E Intensity	Indistinguishable Proteins
sp|P54296|MYOM2_HUMAN	P54296	MYOM2_HUMAN	MYOM2	1465	Homo sapiens	1:Experimental evidence at protein level	Myomesin-2	1.0	0.999	6	6	6	6	0	0	4	1	1	0	0	4	1	1	0	0	4	1	1	0.0	0.0	4.5249016E7	387183.38	593727.9	
sp|P54368|OAZ1_HUMAN	P54368	OAZ1_HUMAN	OAZ1	228	Homo sapiens	1:Experimental evidence at protein level	Ornithine decarboxylase antizyme 1	0.9734	0.9989	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.0	0.0	1.9050078E7	0.0	0.0	
sp|P54577|SYYC_HUMAN	P54577	SYYC_HUMAN	YARS1	528	Homo sapiens	1:Experimental evidence at protein level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.999	29	453	453	453	101	102	77	95	78	101	102	77	95	78	101	102	77	95	78	5.957716E10	5.350156E10	5.539358E10	5.116579E10	7.1341335E10	
sp|P54578|UBP14_HUMAN	P54578	UBP14_HUMAN	USP14	494	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 14	1.0	0.999	27	664	664	664	138	108	133	161	124	138	108	133	161	124	138	108	133	161	124	9.30483E10	7.050153E10	5.310048E10	8.62581E10	6.2228873E10	
sp|P54619|AAKG1_HUMAN	P54619	AAKG1_HUMAN	PRKAG1	331	Homo sapiens	1:Experimental evidence at protein level	5'-AMP-activated protein kinase subunit gamma-1	1.0	0.999	9	74	61	74	13	13	16	18	14	9	10	14	15	13	13	13	16	18	14	6.019012E9	4.9621315E9	6.039915E9	9.886459E9	9.583629E9	
sp|P54646|AAPK2_HUMAN	P54646	AAPK2_HUMAN	PRKAA2	552	Homo sapiens	1:Experimental evidence at protein level	5'-AMP-activated protein kinase catalytic subunit alpha-2	1.0	0.999	7	11	11	45	2	0	3	3	3	2	0	3	3	3	11	6	9	10	9	3.7074646E8	0.0	3.6652744E7	2.1516846E8	3.8776784E8	
sp|P54652|HSP72_HUMAN	P54652	HSP72_HUMAN	HSPA2	639	Homo sapiens	1:Experimental evidence at protein level	Heat shock-related 70 kDa protein 2	1.0	0.999	45	398	370	1869	97	67	60	123	51	89	57	59	115	50	423	314	344	445	343	4.2933264E10	2.6908553E10	1.9881853E10	6.1475705E10	3.3553498E10	
sp|P54687|BCAT1_HUMAN	P54687	BCAT1_HUMAN	BCAT1	386	Homo sapiens	1:Experimental evidence at protein level	Branched-chain-amino-acid aminotransferase, cytosolic	1.0	0.999	12	62	62	62	7	8	18	18	11	7	8	18	18	11	7	8	18	18	11	9.095522E8	5.446311E8	1.1587487E9	1.1805281E9	7.102234E8	
sp|P54707|AT12A_HUMAN	P54707	AT12A_HUMAN	ATP12A	1039	Homo sapiens	1:Experimental evidence at protein level	Potassium-transporting ATPase alpha chain 2	0.9987	0.999	5	6	6	8	1	1	1	2	1	1	1	1	2	1	1	1	1	4	1	139785.95	8.130327E7	1.0944608E7	4.971067E7	2.0073192E7	
sp|P54709|AT1B3_HUMAN	P54709	AT1B3_HUMAN	ATP1B3	279	Homo sapiens	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-3	1.0	0.999	8	122	122	122	26	21	24	27	24	26	21	24	27	24	26	21	24	27	24	1.9962003E10	1.8338963E10	2.4255508E10	4.6526726E10	8.845417E10	
sp|P54725|RD23A_HUMAN	P54725	RD23A_HUMAN	RAD23A	363	Homo sapiens	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog A	1.0	0.999	11	142	142	144	27	17	23	41	34	27	17	23	41	34	27	17	23	43	34	1.4538552E10	7.401664E9	1.1481192E10	1.0534275E10	2.0790546E10	
sp|P54727|RD23B_HUMAN	P54727	RD23B_HUMAN	RAD23B	409	Homo sapiens	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog B	1.0	0.999	16	300	298	300	58	51	52	69	70	58	51	52	67	70	58	51	52	69	70	6.5410245E10	3.758906E10	3.6685083E10	5.2383945E10	7.5437466E10	
sp|P54750|PDE1A_HUMAN	P54750	PDE1A_HUMAN	PDE1A	535	Homo sapiens	1:Experimental evidence at protein level	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	1.0	0.999	4	10	10	14	3	3	2	0	2	3	3	2	0	2	4	4	4	0	2	7.791688E7	5.2051096E7	1.8497042E7	0.0	4.2137696E7	
sp|P54753|EPHB3_HUMAN	P54753	EPHB3_HUMAN	EPHB3	998	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-B receptor 3	1.0	0.999	19	155	115	155	36	22	30	32	35	25	16	22	24	28	36	22	30	32	35	7.166997E9	3.8413292E9	2.8872177E9	4.484676E9	4.428376E9	
sp|P54760|EPHB4_HUMAN	P54760	EPHB4_HUMAN	EPHB4	987	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-B receptor 4	1.0	0.999	16	80	80	99	18	12	17	17	16	18	12	17	17	16	22	15	21	21	20	2.3193027E9	9.121355E8	2.6349765E9	3.5600975E9	4.3269007E9	
sp|P54764|EPHA4_HUMAN	P54764	EPHA4_HUMAN	EPHA4	986	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-A receptor 4	1.0	0.999	10	34	20	34	8	4	7	8	7	5	2	4	5	4	8	4	7	8	7	3.773221E8	1.5720498E8	1.7013824E8	2.514118E8	1.9312091E8	
sp|P54792|DVLP1_HUMAN	P54792	DVLP1_HUMAN	DVL1P1	670	Homo sapiens	5:Protein uncertain	Putative segment polarity protein dishevelled homolog DVL1P1	1.0	0.999	6	29	1	29	4	3	5	8	9	1	0	0	0	0	4	3	5	8	9	2.0484771E8	1.1765807E8	2.0677456E8	3.9033453E8	4.7654374E8	
sp|P54793|ARSF_HUMAN	P54793	ARSF_HUMAN	ARSF	590	Homo sapiens	1:Experimental evidence at protein level	Arylsulfatase F	0.4573	0.9532	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	1.947258E8	
sp|P54802|ANAG_HUMAN	P54802	ANAG_HUMAN	NAGLU	743	Homo sapiens	1:Experimental evidence at protein level	Alpha-N-acetylglucosaminidase	1.0	0.999	11	77	77	77	23	9	18	16	11	23	9	18	16	11	23	9	18	16	11	4.2705324E9	2.0313979E9	2.7331932E9	3.071736E9	2.6920842E9	
sp|P54803|GALC_HUMAN	P54803	GALC_HUMAN	GALC	685	Homo sapiens	1:Experimental evidence at protein level	Galactocerebrosidase	1.0	0.999	7	42	42	42	9	2	9	13	9	9	2	9	13	9	9	2	9	13	9	9.945286E8	3.538137E8	6.1577926E8	1.157055E9	3.582437E8	
sp|P54819|KAD2_HUMAN	P54819	KAD2_HUMAN	AK2	239	Homo sapiens	1:Experimental evidence at protein level	Adenylate kinase 2, mitochondrial	1.0	0.999	17	312	312	312	64	52	66	55	75	64	52	66	55	75	64	52	66	55	75	1.9852028E10	2.062983E10	1.2910464E10	1.859346E10	2.1983169E10	
sp|P54821|PRRX1_HUMAN	P54821	PRRX1_HUMAN	PRRX1	245	Homo sapiens	1:Experimental evidence at protein level	Paired mesoderm homeobox protein 1	1.0	0.999	4	15	15	15	3	3	2	2	5	3	3	2	2	5	3	3	2	2	5	5.851223E8	4.837443E8	1.5274046E8	7.876996E7	2.0146667E8	
sp|P54826|GAS1_HUMAN	P54826	GAS1_HUMAN	GAS1	345	Homo sapiens	1:Experimental evidence at protein level	Growth arrest-specific protein 1	1.0	0.999	5	32	32	32	5	4	5	7	11	5	4	5	7	11	5	4	5	7	11	6.2562285E8	3.5538784E8	2.9332858E8	1.00597856E9	6.31634E8	
sp|P54868|HMCS2_HUMAN	P54868	HMCS2_HUMAN	HMGCS2	508	Homo sapiens	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA synthase, mitochondrial	1.0	0.999	20	216	191	216	20	10	108	62	16	17	8	96	56	14	20	10	108	62	16	4.7328845E9	1.8497551E9	7.1414505E10	2.1585826E10	3.7472154E9	
sp|P54886|P5CS_HUMAN	P54886	P5CS_HUMAN	ALDH18A1	795	Homo sapiens	1:Experimental evidence at protein level	Delta-1-pyrroline-5-carboxylate synthase	1.0	0.999	26	302	302	302	74	48	62	52	66	74	48	62	52	66	74	48	62	52	66	4.2146976E10	1.803683E10	2.017064E10	2.3015442E10	3.0513183E10	
sp|P54920|SNAA_HUMAN	P54920	SNAA_HUMAN	NAPA	295	Homo sapiens	1:Experimental evidence at protein level	Alpha-soluble NSF attachment protein	1.0	0.999	22	464	437	464	102	68	96	111	87	97	64	89	104	83	102	68	96	111	87	6.6523455E10	3.608734E10	5.8288165E10	6.456481E10	8.408552E10	
sp|P54922|ADPRH_HUMAN	P54922	ADPRH_HUMAN	ADPRH	357	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylhydrolase ARH1	1.0	0.999	8	69	69	69	11	9	17	13	19	11	9	17	13	19	11	9	17	13	19	2.6567306E9	1.4290988E9	3.9677146E9	2.7931144E9	4.7915377E9	
sp|P55001|MFAP2_HUMAN	P55001	MFAP2_HUMAN	MFAP2	183	Homo sapiens	1:Experimental evidence at protein level	Microfibrillar-associated protein 2	1.0	0.999	3	19	19	19	4	3	4	6	2	4	3	4	6	2	4	3	4	6	2	1.1313146E9	7.833286E8	3.3816428E7	4.4018966E8	2.0170684E7	
sp|P55008|AIF1_HUMAN	P55008	AIF1_HUMAN	AIF1	147	Homo sapiens	1:Experimental evidence at protein level	Allograft inflammatory factor 1	1.0	0.999	12	174	174	174	30	23	41	44	36	30	23	41	44	36	30	23	41	44	36	1.910196E10	1.0461815E10	1.0472283E10	1.9549225E10	7.085305E9	
sp|P55010|IF5_HUMAN	P55010	IF5_HUMAN	EIF5	431	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5	1.0	0.999	18	217	217	217	42	31	43	60	41	42	31	43	60	41	42	31	43	60	41	2.0405137E10	1.5901623E10	1.6075457E10	2.2098883E10	1.9942296E10	
sp|P55011|S12A2_HUMAN	P55011	S12A2_HUMAN	SLC12A2	1212	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 12 member 2	1.0	0.999	31	284	284	284	54	27	53	91	59	54	27	53	91	59	54	27	53	91	59	1.8467434E10	7.457471E9	1.8693786E10	4.356931E10	2.65607E10	
sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 4	1.0	0.999	10	146	122	146	30	24	28	33	31	24	20	24	26	28	30	24	28	33	31	9.823996E9	1.4293673E10	1.44096E10	2.0240785E10	1.8241495E10	
sp|P55039|DRG2_HUMAN	P55039	DRG2_HUMAN	DRG2	364	Homo sapiens	1:Experimental evidence at protein level	Developmentally-regulated GTP-binding protein 2	1.0	0.999	8	86	86	86	17	15	18	15	21	17	15	18	15	21	17	15	18	15	21	3.920251E9	1.2355316E9	2.6093765E9	2.0675066E9	4.680212E9	
sp|P55040|GEM_HUMAN	P55040	GEM_HUMAN	GEM	296	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein GEM	1.0	0.999	4	15	15	15	2	3	6	2	2	2	3	6	2	2	2	3	6	2	2	1.8273184E8	2.0000422E8	1.4759978E8	9.736642E7	3.1893936E8	
sp|P55042|RAD_HUMAN	P55042	RAD_HUMAN	RRAD	308	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein RAD	0.9994	0.999	2	2	2	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0.0	0.0	0.0	3.2720724E7	1.4842707E8	
sp|P55055|NR1H2_HUMAN	P55055	NR1H2_HUMAN	NR1H2	460	Homo sapiens	1:Experimental evidence at protein level	Oxysterols receptor LXR-beta	1.0	0.999	5	17	13	17	6	1	2	5	3	5	1	1	3	3	6	1	2	5	3	5.4327E8	7.343358E7	1.4194056E8	2.9626746E8	1.518062E8	
sp|P55056|APOC4_HUMAN	P55056	APOC4_HUMAN	APOC4	127	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein C-IV	0.9735	0.9989	1	2	2	2	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	7.161681E7	3.5558336E7	0.0	0.0	0.0	
sp|P55058|PLTP_HUMAN	P55058	PLTP_HUMAN	PLTP	493	Homo sapiens	1:Experimental evidence at protein level	Phospholipid transfer protein	1.0	0.999	5	55	55	55	11	6	13	11	14	11	6	13	11	14	11	6	13	11	14	2.0001334E9	1.8910934E9	4.8927027E9	3.422906E9	4.3065953E9	
sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	971	Homo sapiens	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	30	438	438	438	101	68	81	102	86	101	68	81	102	86	101	68	81	102	86	5.32343E10	2.493268E10	3.5967533E10	4.467654E10	4.4512944E10	
sp|P55061|BI1_HUMAN	P55061	BI1_HUMAN	TMBIM6	237	Homo sapiens	1:Experimental evidence at protein level	Bax inhibitor 1	0.7352	0.9853	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	1.6538492E7	0.0	
sp|P55064|AQP5_HUMAN	P55064	AQP5_HUMAN	AQP5	265	Homo sapiens	1:Experimental evidence at protein level	Aquaporin-5	0.9993	0.999	2	10	10	10	4	1	2	1	2	4	1	2	1	2	4	1	2	1	2	6.607713E8	4.4909978E8	5543226.5	4.107094E7	7863771.0	
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	Homo sapiens	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	54	2166	2162	2166	489	350	449	508	370	489	350	449	508	366	489	350	449	508	370	3.6577188E11	2.4418486E11	3.1289364E11	3.367626E11	3.851443E11	
sp|P55081|MFAP1_HUMAN	P55081	MFAP1_HUMAN	MFAP1	439	Homo sapiens	1:Experimental evidence at protein level	Microfibrillar-associated protein 1	1.0	0.999	23	184	176	184	47	30	34	35	38	47	29	31	32	37	47	30	34	35	38	1.2545544E10	8.0653476E9	1.0631982E10	1.1006248E10	1.3313852E10	
sp|P55082|MFAP3_HUMAN	P55082	MFAP3_HUMAN	MFAP3	362	Homo sapiens	1:Experimental evidence at protein level	Microfibril-associated glycoprotein 3	0.9947	0.999	2	7	4	7	1	1	1	1	3	0	0	1	1	2	1	1	1	1	3	1.3167484E8	6.450393E7	2.10679E7	939371.56	4.992453E7	
sp|P55083|MFAP4_HUMAN	P55083	MFAP4_HUMAN	MFAP4	255	Homo sapiens	1:Experimental evidence at protein level	Microfibril-associated glycoprotein 4	1.0	0.999	6	109	109	109	11	10	18	35	35	11	10	18	35	35	11	10	18	35	35	2.6377024E9	3.8098376E9	3.4216804E9	8.909795E9	2.998174E9	
sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	HADHB	474	Homo sapiens	1:Experimental evidence at protein level	Trifunctional enzyme subunit beta, mitochondrial	1.0	0.999	20	663	663	663	147	103	133	160	120	147	103	133	160	120	147	103	133	160	120	7.9738085E10	5.039614E10	8.703527E10	1.1157924E11	1.1546548E11	
sp|P55103|INHBC_HUMAN	P55103	INHBC_HUMAN	INHBC	352	Homo sapiens	2:Experimental evidence at transcript level	Inhibin beta C chain	0.9999	0.9989	3	7	7	7	1	2	2	1	1	1	2	2	1	1	1	2	2	1	1	1.1729793E8	2.3160085E8	1.33136856E8	1.5087789E8	6.584978E7	
sp|P55107|GDF10_HUMAN	P55107	GDF10_HUMAN	GDF10	478	Homo sapiens	2:Experimental evidence at transcript level	Growth/differentiation factor 10	1.0	0.999	5	11	11	11	0	4	1	3	3	0	4	1	3	3	0	4	1	3	3	0.0	1.1089625E8	9017941.0	1.1903225E8	1.5621832E8	
sp|P55145|MANF_HUMAN	P55145	MANF_HUMAN	MANF	182	Homo sapiens	1:Experimental evidence at protein level	Mesencephalic astrocyte-derived neurotrophic factor	1.0	0.999	13	189	189	189	49	30	36	43	31	49	30	36	43	31	49	30	36	43	31	3.6436922E10	2.8017127E10	3.97302E10	3.7790265E10	4.7099097E10	
sp|P55160|NCKPL_HUMAN	P55160	NCKPL_HUMAN	NCKAP1L	1127	Homo sapiens	1:Experimental evidence at protein level	Nck-associated protein 1-like	1.0	0.999	11	70	70	70	12	14	21	11	12	12	14	21	11	12	12	14	21	11	12	2.9419272E9	3.574742E9	2.3039304E9	2.820476E9	2.9014477E9	
sp|P55196|AFAD_HUMAN	P55196	AFAD_HUMAN	AFDN	1824	Homo sapiens	1:Experimental evidence at protein level	Afadin	1.0	0.999	47	345	339	347	79	44	78	69	75	78	43	77	67	74	79	44	78	70	76	1.847487E10	6.2331023E9	1.0452367E10	9.835963E9	1.3204686E10	
sp|P55197|AF10_HUMAN	P55197	AF10_HUMAN	MLLT10	1068	Homo sapiens	1:Experimental evidence at protein level	Protein AF-10	1.0	0.999	3	5	5	5	2	1	1	0	1	2	1	1	0	1	2	1	1	0	1	7.960142E7	2.9869578E7	1.3965024E7	0.0	4.110819E7	
sp|P55198|AF17_HUMAN	P55198	AF17_HUMAN	MLLT6	1093	Homo sapiens	1:Experimental evidence at protein level	Protein AF-17	1.0	0.999	9	38	38	38	6	5	7	5	15	6	5	7	5	15	6	5	7	5	15	3.2829482E8	1.7951371E8	3.3367696E8	3.81675E8	2.1012753E9	
sp|P55199|ELL_HUMAN	P55199	ELL_HUMAN	ELL	621	Homo sapiens	1:Experimental evidence at protein level	RNA polymerase II elongation factor ELL	1.0	0.999	15	67	67	67	14	10	15	15	13	14	10	15	15	13	14	10	15	15	13	1.0668047E9	5.2275907E8	8.416984E8	1.1900404E9	1.4149443E9	
sp|P55201|BRPF1_HUMAN	P55201	BRPF1_HUMAN	BRPF1	1214	Homo sapiens	1:Experimental evidence at protein level	Peregrin	1.0	0.999	11	62	62	62	12	11	11	14	14	12	11	11	14	14	12	11	11	14	14	2.3716493E9	1.2793882E9	1.3887045E9	1.1924145E9	2.278182E9	
sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	391	Homo sapiens	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 1	1.0	0.999	14	328	189	328	71	59	67	69	62	31	21	47	52	38	71	59	67	69	62	4.464014E10	3.2330033E10	3.9458144E10	5.2513403E10	3.666727E10	
sp|P55210|CASP7_HUMAN	P55210	CASP7_HUMAN	CASP7	303	Homo sapiens	1:Experimental evidence at protein level	Caspase-7	1.0	0.999	5	63	63	63	10	12	12	16	13	10	12	12	16	13	10	12	12	16	13	1.8062629E9	2.0438304E9	2.8299973E9	2.8627172E9	5.136766E9	
sp|P55211|CASP9_HUMAN	P55211	CASP9_HUMAN	CASP9	416	Homo sapiens	1:Experimental evidence at protein level	Caspase-9	1.0	0.999	4	17	17	17	3	4	5	3	2	3	4	5	3	2	3	4	5	3	2	3.682291E8	1.9249563E8	2.9675536E8	1.8781046E8	5.5007068E7	
sp|P55212|CASP6_HUMAN	P55212	CASP6_HUMAN	CASP6	293	Homo sapiens	1:Experimental evidence at protein level	Caspase-6	1.0	0.999	12	124	117	124	28	14	26	28	28	27	13	24	26	27	28	14	26	28	28	1.3977311E10	9.038692E9	1.0031219E10	1.0778854E10	1.467455E10	
sp|P55259|GP2_HUMAN	P55259	GP2_HUMAN	GP2	537	Homo sapiens	1:Experimental evidence at protein level	Pancreatic secretory granule membrane major glycoprotein GP2	1.0	0.999	9	87	87	87	11	17	20	15	24	11	17	20	15	24	11	17	20	15	24	1.1183424E9	3.109721E9	2.2002022E9	1.2819535E9	5.326437E9	
sp|P55263|ADK_HUMAN	P55263	ADK_HUMAN	ADK	362	Homo sapiens	1:Experimental evidence at protein level	Adenosine kinase	1.0	0.999	12	254	254	254	49	38	57	57	53	49	38	57	57	53	49	38	57	57	53	2.5662243E10	1.4148779E10	2.2952065E10	2.6823168E10	3.2666544E10	
sp|P55265|DSRAD_HUMAN	P55265	DSRAD_HUMAN	ADAR	1226	Homo sapiens	1:Experimental evidence at protein level	Double-stranded RNA-specific adenosine deaminase	1.0	0.999	43	677	677	677	142	106	138	156	135	142	106	138	156	135	142	106	138	156	135	8.023901E10	5.1513938E10	5.869964E10	6.6404053E10	1.0579739E11	
sp|P55268|LAMB2_HUMAN	P55268	LAMB2_HUMAN	LAMB2	1798	Homo sapiens	1:Experimental evidence at protein level	Laminin subunit beta-2	1.0	0.999	48	607	606	607	135	104	146	124	98	135	104	146	123	98	135	104	146	124	98	4.1546404E10	3.360877E10	4.265749E10	3.1262216E10	2.9427714E10	
sp|P55285|CADH6_HUMAN	P55285	CADH6_HUMAN	CDH6	790	Homo sapiens	1:Experimental evidence at protein level	Cadherin-6	1.0	0.999	7	26	26	26	6	4	6	4	6	6	4	6	4	6	6	4	6	4	6	3.9474358E8	1.5161843E8	2.3620709E8	2.0113357E8	3.1052573E8	
sp|P55287|CAD11_HUMAN	P55287	CAD11_HUMAN	CDH11	796	Homo sapiens	1:Experimental evidence at protein level	Cadherin-11	1.0	0.999	20	173	173	173	32	27	29	39	46	32	27	29	39	46	32	27	29	39	46	1.1667541E10	8.892594E9	7.6710605E9	6.729164E9	1.7908163E10	
sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	713	Homo sapiens	1:Experimental evidence at protein level	Cadherin-13	1.0	0.999	12	78	78	78	11	11	21	20	15	11	11	21	20	15	11	11	21	20	15	2.1998354E9	1.8601478E9	2.495034E9	1.8418276E9	3.26638E9	
sp|P55291|CAD15_HUMAN	P55291	CAD15_HUMAN	CDH15	814	Homo sapiens	1:Experimental evidence at protein level	Cadherin-15	1.0	0.999	3	6	6	6	0	4	0	1	1	0	4	0	1	1	0	4	0	1	1	0.0	7.563531E7	0.0	2386976.2	5818802.5	
sp|P55317|FOXA1_HUMAN	P55317	FOXA1_HUMAN	FOXA1	472	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte nuclear factor 3-alpha	1.0	0.999	3	35	35	35	5	2	9	10	9	5	2	9	10	9	5	2	9	10	9	1.1408961E9	8.808551E8	9.6726E8	2.593488E9	2.4105682E9	
sp|P55327|TPD52_HUMAN	P55327	TPD52_HUMAN	TPD52	224	Homo sapiens	1:Experimental evidence at protein level	Tumor protein D52	1.0	0.999	8	181	181	181	37	21	37	54	32	37	21	37	54	32	37	21	37	54	32	1.6758463E10	1.1952275E10	2.38769E10	2.6532893E10	1.7986716E10	
sp|P55345|ANM2_HUMAN	P55345	ANM2_HUMAN	PRMT2	433	Homo sapiens	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 2	1.0	0.999	6	27	27	27	6	4	6	4	7	6	4	6	4	7	6	4	6	4	7	7.986978E8	5.3066035E8	4.5124157E8	5.37429E8	5.2942867E8	
sp|P55347|PKNX1_HUMAN	P55347	PKNX1_HUMAN	PKNOX1	436	Homo sapiens	1:Experimental evidence at protein level	Homeobox protein PKNOX1	1.0	0.999	3	19	19	19	3	1	4	6	5	3	1	4	6	5	3	1	4	6	5	3.9357434E8	9.705059E7	3.7585645E8	7.9893344E8	6.2250714E8	
sp|P55735|SEC13_HUMAN	P55735	SEC13_HUMAN	SEC13	322	Homo sapiens	1:Experimental evidence at protein level	Protein SEC13 homolog	1.0	0.999	12	260	260	260	48	40	51	70	51	48	40	51	70	51	48	40	51	70	51	1.7342106E10	2.0037462E10	1.323162E10	2.1982403E10	1.1846779E10	
sp|P55769|NH2L1_HUMAN	P55769	NH2L1_HUMAN	SNU13	128	Homo sapiens	1:Experimental evidence at protein level	NHP2-like protein 1	1.0	0.999	6	19	19	19	1	2	2	11	3	1	2	2	11	3	1	2	2	11	3	2522774.8	3272199.0	9.461862E7	6.2221504E8	8.76756E7	
sp|P55771|PAX9_HUMAN	P55771	PAX9_HUMAN	PAX9	341	Homo sapiens	1:Experimental evidence at protein level	Paired box protein Pax-9	0.9888	0.999	2	2	1	2	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0.0	0.0	1.0878995E7	0.0	3.878878E7	
sp|P55774|CCL18_HUMAN	P55774	CCL18_HUMAN	CCL18	89	Homo sapiens	1:Experimental evidence at protein level	C-C motif chemokine 18	0.9764	0.999	1	4	4	4	0	0	1	1	2	0	0	1	1	2	0	0	1	1	2	0.0	0.0	6.229313E7	2.0933444E7	2.7370108E7	
sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	919	Homo sapiens	1:Experimental evidence at protein level	Puromycin-sensitive aminopeptidase	1.0	0.999	37	494	280	494	102	57	119	126	90	63	27	72	74	44	102	57	119	126	90	6.4782545E10	3.492381E10	6.1934756E10	7.585722E10	5.662041E10	
sp|P55789|ALR_HUMAN	P55789	ALR_HUMAN	GFER	205	Homo sapiens	1:Experimental evidence at protein level	FAD-linked sulfhydryl oxidase ALR	1.0	0.999	8	64	64	64	15	8	15	12	14	15	8	15	12	14	15	8	15	12	14	2.4128376E9	1.12499E9	6.5547E8	1.0970253E9	1.2521902E9	
sp|P55795|HNRH2_HUMAN	P55795	HNRH2_HUMAN	HNRNPH2	449	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein H2	1.0	0.999	17	469	469	595	87	62	107	113	100	87	62	107	113	100	116	93	127	140	119	4.0492917E10	2.882409E10	5.5140737E10	4.541438E10	9.480987E10	
sp|P55809|SCOT1_HUMAN	P55809	SCOT1_HUMAN	OXCT1	520	Homo sapiens	1:Experimental evidence at protein level	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1.0	0.999	16	161	161	161	32	25	32	41	31	32	25	32	41	31	32	25	32	41	31	1.4036786E10	1.5743886E10	1.3506007E10	1.6033937E10	1.9667485E10	
sp|P55822|SH3BG_HUMAN	P55822	SH3BG_HUMAN	SH3BGR	239	Homo sapiens	2:Experimental evidence at transcript level	SH3 domain-binding glutamic acid-rich protein	1.0	0.999	9	36	36	36	6	3	7	13	7	6	3	7	13	7	6	3	7	13	7	4.615011E8	1.5325494E8	8.017755E7	3.3646408E9	3.2024058E8	
sp|P55854|SUMO3_HUMAN	P55854	SUMO3_HUMAN	SUMO3	103	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 3	0.9991	0.9989	2	18	18	26	5	2	2	5	4	5	2	2	5	4	5	2	2	8	9	2.0541726E7	1.0336376E7	1.9512084E7	3.3181032E7	3.3022788E7	
sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	814	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit B	1.0	0.999	31	456	456	456	105	72	93	107	79	105	72	93	107	79	105	72	93	107	79	3.820113E10	2.9230707E10	2.2191993E10	3.3839497E10	3.1030096E10	
sp|P55899|FCGRN_HUMAN	P55899	FCGRN_HUMAN	FCGRT	365	Homo sapiens	1:Experimental evidence at protein level	IgG receptor FcRn large subunit p51	1.0	0.999	6	63	63	63	10	6	17	16	14	10	6	17	16	14	10	6	17	16	14	8.513728E8	4.9269075E8	3.0123994E9	3.577068E8	2.1934313E9	
sp|P55957|BID_HUMAN	P55957	BID_HUMAN	BID	195	Homo sapiens	1:Experimental evidence at protein level	BH3-interacting domain death agonist	1.0	0.999	8	70	70	70	10	6	18	17	19	10	6	18	17	19	10	6	18	17	19	8.3169587E9	2.3657152E9	3.0104015E9	2.9437174E9	3.474298E9	
